startdate,enddate,status,ipaddress,progress,durationinseconds,finished,recordeddate,responseid,recipientlastname,recipientfirstname,recipientemail,externalreference,distributionchannel,userlanguage,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q16,q17,q18,assignmentid,projectid,cond,partition
"9/11/24 10:09","9/11/24 10:11","0","324","100","76","1","9/11/24 10:11","R_3J7PtmqWGkZM00O","","","","","anonymous","EN","","5","","","","","","","","","","5","1","30","","15fec3f6-ddb0-44db-97c6-d2a443364305","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:09","9/11/24 10:11","0","289","100","104","1","9/11/24 10:11","R_51clqM5sTNb4AIi","","","","","anonymous","EN","5","","","","","","5","","","","","","1","39","","24dadc68-45ed-445b-99ef-b2f710c8e571","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:10","9/11/24 10:11","0","773","100","49","1","9/11/24 10:11","R_6rjliocoD3gvIsl","","","","","anonymous","EN","1","","0","","","","","","","","","","1","52","none","cf244208-be69-41c0-afd4-7f41cd0f96fa","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:09","9/11/24 10:11","0","741","100","70","1","9/11/24 10:11","R_7zaIIwgfxIB9EzL","","","","","anonymous","EN","2","","","0.85","","","","","","","","","1","36","","8758c1d5-f9a1-4710-9e7c-18c1e1e21a85","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:09","9/11/24 10:11","0","157","100","93","1","9/11/24 10:11","R_1W0aX2oBnM6ZXAR","","","","","anonymous","EN","5","","","","","","5","","","","","","2","44","","2c477a88-56cb-41c9-aff7-eff125c6083a","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:10","9/11/24 10:11","0","549","100","37","1","9/11/24 10:11","R_1H8YLofZP5C1VvP","","","","","anonymous","EN","1","","0.49","","","","","","","","","","1","31","","5e8297ad-47b5-437c-89f4-76bbee3f1763","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:09","9/11/24 10:11","0","576","100","77","1","9/11/24 10:11","R_1ANzqCU03dgnCVv","","","","","anonymous","EN","1","","0","","","","","","","","","","1","44","","42585df7-c714-48b9-bfd3-8e4a5af6f816","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:09","9/11/24 10:11","0","795","100","82","1","9/11/24 10:11","R_5yrx6lkFBE8OXTE","","","","","anonymous","EN","","2","","","","","","","2.99","","","","2","25","N/A","54c0281e-cf80-4945-84f3-b08eb58b7c2e","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:09","9/11/24 10:11","0","117","100","70","1","9/11/24 10:11","R_7o7xNBAYoQwGFfr","","","","","anonymous","EN","","1","","","","","","0","","","","","1","35","","85a10b4c-2d64-45b0-b8e8-0025cddd2ec4","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:09","9/11/24 10:11","0","742","100","76","1","9/11/24 10:11","R_7LG3gu9heMWKfc5","","","","","anonymous","EN","3","","","","1","","","","","","","","2","37","","83971825-4128-46c1-aa2a-8fe39ab883c9","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:09","9/11/24 10:11","0","662","100","93","1","9/11/24 10:11","R_5jeXXNQANxnVVPW","","","","","anonymous","EN","","5","","","","","","","","","","5","1","30","This was very well-designed.","a565b30e-34b4-4406-92b3-537a14b88bdd","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:10","9/11/24 10:11","0","209","100","40","1","9/11/24 10:11","R_5TTOa0bvic9DEn4","","","","","anonymous","EN","5","","","","","","5","","","","","","2","43","","b2f37de1-6082-4a21-9065-a792654d5389","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:10","9/11/24 10:11","0","699","100","59","1","9/11/24 10:11","R_557w9F8UAaOnS6t","","","","","anonymous","EN","","4","","","","","","","","","4.5","","1","66","","2dd702a8-417c-476b-a8da-6e15a2d7cddd","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:10","9/11/24 10:11","0","629","100","49","1","9/11/24 10:11","R_39bm4Ml1YDOTgko","","","","","anonymous","EN","3","","","","1","","","","","","","","2","29","","1bac4fa5-446b-4119-8963-cb843960e19e","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:10","9/11/24 10:11","0","721","100","42","1","9/11/24 10:11","R_3wsq8Ql4SRN7K1u","","","","","anonymous","EN","","3","","","","","","","","3","","","1","25","","28abb46c-c25d-46c3-b9a3-e0e87d4ffc31","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:10","9/11/24 10:11","0","55","100","42","1","9/11/24 10:11","R_6DcPa9tdMxGHYJt","","","","","anonymous","EN","1","","0.25","","","","","","","","","","1","28","","a0998e31-3e98-4728-9eb6-7f108db6c09b","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:10","9/11/24 10:11","0","390","100","44","1","9/11/24 10:11","R_1o6VpOFbBRA5Gpo","","","","","anonymous","EN","5","","","","","","5","","","","","","2","44","","395d80c9-e279-4a64-9d30-0376d18eca01","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:07","9/11/24 10:11","0","384","100","228","1","9/11/24 10:11","R_1U9EVHYTRn54gZO","","","","","anonymous","EN","","3","","","","","","","","3","","","1","33","This is an interesting survey. An experiment for different individual. ","361ef246-546f-404e-b2ce-d51454d2c0ba","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:10","9/11/24 10:11","0","476","100","71","1","9/11/24 10:11","R_5HNrZcJlpGyXDZC","","","","","anonymous","EN","2","","","0.75","","","","","","","","","1","21","","38edaf98-43ce-4142-9d52-813d20b1b56e","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:09","9/11/24 10:11","0","623","100","95","1","9/11/24 10:11","R_5M5xr9Uxdw0jPaN","","","","","anonymous","EN","","5","","","","","","","","","","10","2","26","","9194bc39-5909-4970-9c24-e815ea772ae5","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:11","9/11/24 10:11","0","207","100","23","1","9/11/24 10:11","R_3PN4O6rumsUgVQl","","","","","anonymous","EN","","3","","","","","","","","3","","","2","38","","060412e9-cd37-4e17-9726-d8c11f74e93a","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:06","9/11/24 10:11","0","485","100","324","1","9/11/24 10:11","R_6pzLxzQxqEmyck1","","","","","anonymous","EN","3","","","","1","","","","","","","","2","49","","c6c787a8-5e4e-483c-aefb-d02b2bd81cf0","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:10","9/11/24 10:11","0","441","100","53","1","9/11/24 10:11","R_34rdbhtah6YpKKZ","","","","","anonymous","EN","","5","","","","","","","","","","10","1","25","","0007fdcd-995d-4567-bc84-f3e0c4f59ace","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:10","9/11/24 10:11","0","496","100","47","1","9/11/24 10:11","R_1i2LxXdIWoLKZRz","","","","","anonymous","EN","","3","","","","","","","","3.5","","","2","25","","feda3fed-66e6-47e4-8a11-ef8c10159070","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:11","9/11/24 10:11","0","187","100","30","1","9/11/24 10:11","R_68PesL4sHGrXQJG","","","","","anonymous","EN","","1","","","","","","0","","","","","2","32","","386f706d-74dd-4212-8a5c-f54864a9fcdf","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:10","9/11/24 10:11","0","20","100","68","1","9/11/24 10:11","R_3Ja76RD5DRYuYuV","","","","","anonymous","EN","","1","","","","","","0","","","","","1","38","","227f9c18-c8d1-4b94-8ccc-77c9d5068475","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:10","9/11/24 10:11","0","766","100","59","1","9/11/24 10:11","R_3J4rOEufvq41Om5","","","","","anonymous","EN","5","","","","","","5","","","","","","2","40","","365c4bc5-055e-420e-a81f-3e345f5c9040","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:06","9/11/24 10:11","0","161","100","312","1","9/11/24 10:11","R_6e5w2NPaPNfTGAx","","","","","anonymous","EN","","5","","","","","","","","","","5","2","46","","8efab24e-8917-4b67-9a1f-b54acb6a98d2","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:07","9/11/24 10:11","0","628","100","234","1","9/11/24 10:11","R_3jWjMrweCObrfbx","","","","","anonymous","EN","","1","","","","","","1","","","","","2","56","I have no additional comments","4519bb2c-7494-4f9c-89ac-0a2d88b2b569","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:10","9/11/24 10:11","0","231","100","69","1","9/11/24 10:11","R_7oYKT8uxKqV45lT","","","","","anonymous","EN","","5","","","","","","","","","","5","2","20","","7f4a50f9-54ce-40c0-a9e1-2da392c09c6d","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:10","9/11/24 10:11","0","366","100","36","1","9/11/24 10:11","R_1dhiyRvv6N2W4Ee","","","","","anonymous","EN","2","","","0.99","","","","","","","","","1","49","","67dc84e2-fbe1-45bd-81fe-88c2501b9474","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:08","9/11/24 10:11","0","144","100","157","1","9/11/24 10:11","R_5Qhzpt63QVY7lVc","","","","","anonymous","EN","","1","","","","","","1","","","","","2","43","no comments questions","43e8df4c-a385-414f-934d-5ea7d2ec004e","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:10","9/11/24 10:11","0","377","100","63","1","9/11/24 10:11","R_2FDmaPCuqJHNIHK","","","","","anonymous","EN","4","","","","","1.75","","","","","","","1","61","","fec1439e-c0d6-41bb-bc3d-ae0482737817","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:06","9/11/24 10:11","0","694","100","287","1","9/11/24 10:11","R_7cSovdCJJ8CcmDF","","","","","anonymous","EN","","2","","","","","","","2","","","","2","56","","f42a5d77-9846-402d-866e-b59d310e8aa8","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:10","9/11/24 10:11","0","105","100","61","1","9/11/24 10:11","R_3EmpDbJ7kBv7v7L","","","","","anonymous","EN","5","","","","","","5","","","","","","1","41","","2e97ac50-381d-476b-8806-9e139099831f","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:10","9/11/24 10:11","0","762","100","81","1","9/11/24 10:11","R_5LupsD3740mW5XA","","","","","anonymous","EN","","5","","","","","","","","","","5","1","23","","fa91c878-5793-4eee-99ca-7db5001459af","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:10","9/11/24 10:11","0","25","100","45","1","9/11/24 10:11","R_7QmLwnHRXDsPcYF","","","","","anonymous","EN","5","","","","","","5","","","","","","2","36","","fc61b865-f2f7-4b8d-b3c0-93ef9ed72987","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:08","9/11/24 10:11","0","201","100","188","1","9/11/24 10:11","R_75tkwZIX6rAbWc9","","","","","anonymous","EN","2","","","0.6","","","","","","","","","2","48","no","0b66a4c7-68c3-4575-a611-26f05a1960e9","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:10","9/11/24 10:11","0","570","100","60","1","9/11/24 10:11","R_3igSItm1TdRTc0i","","","","","anonymous","EN","5","","","","","","5","","","","","","2","48","","b728761c-4b0e-4284-9039-dfea01029f46","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:09","9/11/24 10:11","0","206","100","109","1","9/11/24 10:11","R_5db49DlfhHRYjhT","","","","","anonymous","EN","4","","","","","1.99","","","","","","","2","60","","738cfc52-0cce-4057-812c-efb00aa00cf7","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:10","9/11/24 10:11","0","755","100","89","1","9/11/24 10:11","R_5gvaPLbIqXFse1Q","","","","","anonymous","EN","5","","","","","","6","","","","","","1","23","","3e4439bc-ab5b-4718-b2b9-2fecf06259c9","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:10","9/11/24 10:11","0","595","100","69","1","9/11/24 10:11","R_1EAI8ypumvqkguA","","","","","anonymous","EN","","5","","","","","","","","","","5","2","29","","f363adf8-7ba8-486c-b276-12c06f39c334","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:11","9/11/24 10:11","0","44","100","39","1","9/11/24 10:11","R_3dkjiT8bUQSk0s9","","","","","anonymous","EN","5","","","","","","5","","","","","","1","31","","d3602da2-7658-4b0b-94b0-b45394ead729","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:11","9/11/24 10:11","0","791","100","33","1","9/11/24 10:11","R_6f7LjFMqJeFAOfw","","","","","anonymous","EN","","4","","","","","","","","","4.99","","1","33","","ffeb1e0c-3b9c-4837-a837-75cba3540214","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:10","9/11/24 10:11","0","574","100","55","1","9/11/24 10:11","R_3LNnZAi1nhnqbp4","","","","","anonymous","EN","5","","","","","","5","","","","","","2","49","","186e73d3-2d9a-4b58-ba37-00de8dcacfeb","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:09","9/11/24 10:11","0","449","100","118","1","9/11/24 10:11","R_1ZQzvRL9fb7z8An","","","","","anonymous","EN","4","","","","","1.6","","","","","","","1","34","no","d9303dcc-a17a-457b-9faa-064369037cd7","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:10","9/11/24 10:11","0","66","100","97","1","9/11/24 10:11","R_3hFlRGcl7g38Sq5","","","","","anonymous","EN","5","","","","","","5","","","","","","1","44","","2172a4aa-5e7c-450f-b605-efa72e06e455","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:10","9/11/24 10:11","0","415","100","91","1","9/11/24 10:11","R_7egdaF1E6fzvSNl","","","","","anonymous","EN","","2","","","","","","","2.5","","","","2","55","","3d25b76b-8fd2-4c22-80c9-b65ce1f9b2be","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:09","9/11/24 10:11","0","211","100","170","1","9/11/24 10:11","R_1fql63KEIs9U4Kd","","","","","anonymous","EN","","3","","","","","","","","3","","","2","21","","b523d2af-57a3-4b96-815e-0c1b9ea74206","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:11","9/11/24 10:11","0","691","100","41","1","9/11/24 10:11","R_34FUYtuWU8nyJjL","","","","","anonymous","EN","","1","","","","","","0","","","","","1","66","","81339db7-83fd-485d-a323-31ce528a6f53","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:10","9/11/24 10:11","0","359","100","62","1","9/11/24 10:11","R_6XGCgaIUuEIHuWB","","","","","anonymous","EN","1","","0","","","","","","","","","","1","52","thanks","738fba81-fa8b-43df-8ce8-d453d4485938","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:10","9/11/24 10:11","0","23","100","62","1","9/11/24 10:11","R_1OvO49oynr3wRKa","","","","","anonymous","EN","","1","","","","","","0","","","","","2","33","","b539bac0-55c3-4fee-bf3f-c28b06b15c7f","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:11","9/11/24 10:11","0","129","100","41","1","9/11/24 10:11","R_6Od24QEN0F7qc5H","","","","","anonymous","EN","","1","","","","","","0","","","","","2","25","","f7e80fde-5a43-4cad-92fa-4e7a252c9038","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:10","9/11/24 10:11","0","12","100","77","1","9/11/24 10:11","R_3wzc3VyKr3YGq3c","","","","","anonymous","EN","","5","","","","","","","","","","5","1","44","","e692b38f-ab64-4917-bcac-789cc77ce3e7","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:11","9/11/24 10:12","0","287","100","52","1","9/11/24 10:12","R_7XuOO92hiSFNHHP","","","","","anonymous","EN","5","","","","","","5","","","","","","2","38","","3897a936-ef97-4439-bfd8-07682dd6fa11","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:10","9/11/24 10:12","0","588","100","75","1","9/11/24 10:12","R_5DMy5y0PE54WJlS","","","","","anonymous","EN","1","","0","","","","","","","","","","2","37","","f74ca124-ff23-4a70-97d1-b2db3fc6c203","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:10","9/11/24 10:12","0","388","100","72","1","9/11/24 10:12","R_3Epv9nLp7QRpcNX","","","","","anonymous","EN","5","","","","","","4.5","","","","","","2","47","","fdd1a24a-433a-411e-bd63-3b2ef78ce5e4","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:11","9/11/24 10:12","0","660","100","34","1","9/11/24 10:12","R_6TBljoDceEeG1iX","","","","","anonymous","EN","","3","","","","","","","","3.5","","","1","39","Thanks","eda0efcf-235d-436a-8090-154a21ca77bf","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:11","9/11/24 10:12","0","92","100","58","1","9/11/24 10:12","R_6RrqJVJrwaKS4N3","","","","","anonymous","EN","5","","","","","","5","","","","","","1","30","","d0d9bbb3-0746-49cc-8852-473e1aaf113c","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:10","9/11/24 10:12","0","29","100","81","1","9/11/24 10:12","R_1CjGPmop4DUvrB7","","","","","anonymous","EN","1","","0","","","","","","","","","","1","64","","00533630-4c3e-44c9-b6ff-9909e0c1810b","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:11","9/11/24 10:12","0","760","100","59","1","9/11/24 10:12","R_5N4XR0Kry9Ddbep","","","","","anonymous","EN","5","","","","","","5","","","","","","2","24","","6da8297f-81f9-45ec-8260-8ac1b157bbf4","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:10","9/11/24 10:12","0","177","100","122","1","9/11/24 10:12","R_7PopB2f6P6K0ozH","","","","","anonymous","EN","","1","","","","","","1","","","","","2","32","","f0bd80eb-493d-4987-8e71-6fcba381bc98","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:10","9/11/24 10:12","0","521","100","87","1","9/11/24 10:12","R_5hnk8Yb4YXW1lJv","","","","","anonymous","EN","","1","","","","","","1","","","","","2","27","","8d00d8d6-cb5f-4077-928f-b34288c526c2","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:11","9/11/24 10:12","0","338","100","47","1","9/11/24 10:12","R_1R1ULJTD1bPRTMm","","","","","anonymous","EN","5","","","","","","5","","","","","","2","43","","e5f58301-f869-484a-ad20-f45d2d0aa87a","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:11","9/11/24 10:12","0","640","100","58","1","9/11/24 10:12","R_3dGsZnzzHLuVolw","","","","","anonymous","EN","3","","","","1.49","","","","","","","","1","25","","add842a6-74cd-4301-afcd-4c568f04fb0e","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:11","9/11/24 10:12","0","385","100","64","1","9/11/24 10:12","R_6b18PgwXXMV9jIT","","","","","anonymous","EN","3","","","","1.49","","","","","","","","2","33","","d96d4104-b720-4dde-ac7f-25423f9ee780","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:10","9/11/24 10:12","0","473","100","88","1","9/11/24 10:12","R_3zx0FRwWoSAx6TA","","","","","anonymous","EN","","1","","","","","","0","","","","","1","53","","9029415d-6671-4f27-866f-5fbe7842f3f1","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:11","9/11/24 10:12","0","270","100","67","1","9/11/24 10:12","R_1ly0EAk5LYr9V5v","","","","","anonymous","EN","","5","","","","","","","","","","5","1","27","","f126e857-5a91-4e97-97d1-cebef589aa95","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:06","9/11/24 10:12","0","266","100","341","1","9/11/24 10:12","R_1VvptNtADObgPJL","","","","","anonymous","EN","5","","","","","","2","","","","","","1","28","","c2c438d1-222c-41e7-8e17-3b9eec9a27c5","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:10","9/11/24 10:12","0","754","100","83","1","9/11/24 10:12","R_5g1QXccyNGVvWGg","","","","","anonymous","EN","5","","","","","","5","","","","","","2","70","","175fcbdb-7095-4f28-b91f-198d1e2318f5","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:10","9/11/24 10:12","0","191","100","125","1","9/11/24 10:12","R_6pFNKowjAN8H6lT","","","","","anonymous","EN","3","","","","1","","","","","","","","1","43","","5c199811-1068-4411-9535-c062a1720473","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:11","9/11/24 10:12","0","90","100","62","1","9/11/24 10:12","R_50uDfAj9nNPjToJ","","","","","anonymous","EN","","3","","","","","","","","3.99","","","2","37","","d602301c-0175-40ad-8889-e48ba0f1f605","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:10","9/11/24 10:12","0","433","100","108","1","9/11/24 10:12","R_7oIubQM6EUJeUSC","","","","","anonymous","EN","4","","","","","1.99","","","","","","","2","47","","2ae98de8-b119-4a48-b114-ae2f44c0c3dd","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:11","9/11/24 10:12","0","665","100","61","1","9/11/24 10:12","R_1dXW176XKo0zIVH","","","","","anonymous","EN","","5","","","","","","","","","","5","1","41","","88049b59-fde7-42f2-9c1b-2e5b381890ed","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:09","9/11/24 10:12","0","774","100","185","1","9/11/24 10:12","R_5o26Kf7TfyxArcl","","","","","anonymous","EN","","1","","","","","","0","","","","","1","40","In other studies, I gave money to other participants, who had not done the same, resulting in me getting nothing while giving. I will no longer give any money to anyone. ","38d7425d-3e1f-4271-b413-dba37bce6802","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:11","9/11/24 10:12","0","132","100","41","1","9/11/24 10:12","R_5djeWazGHLIbqHC","","","","","anonymous","EN","","1","","","","","","0","","","","","1","57","","3364767f-80e7-4ac2-b753-f5a642f6dc00","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:11","9/11/24 10:12","0","536","100","56","1","9/11/24 10:12","R_1qDfYsfPzpgQJze","","","","","anonymous","EN","5","","","","","","5","","","","","","1","38","","72f67c58-9bff-46ec-9735-ad1fcdceccbe","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:11","9/11/24 10:12","0","633","100","69","1","9/11/24 10:12","R_7TMgFCMmmF9YK0S","","","","","anonymous","EN","","2","","","","","","","2.5","","","","2","28","","cf1b925a-4768-4f2c-9aa1-13ee1c471982","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:11","9/11/24 10:12","0","486","100","43","1","9/11/24 10:12","R_1US1YDkzcB74ZH3","","","","","anonymous","EN","","1","","","","","","1","","","","","2","46","","86261292-befd-4d5f-9ded-164557dedd99","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:11","9/11/24 10:12","0","115","100","47","1","9/11/24 10:12","R_5qyAcOeMAdRPDdj","","","","","anonymous","EN","","5","","","","","","","","","","5","1","61","","84ed44a5-912e-44f5-92ab-4b45eeb60e88","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:11","9/11/24 10:12","0","139","100","72","1","9/11/24 10:12","R_1P0qAtsarGs4Lxr","","","","","anonymous","EN","5","","","","","","5","","","","","","1","36","","1f8b0ef0-8241-4603-8347-85605b7b88d1","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:11","9/11/24 10:12","0","48","100","47","1","9/11/24 10:12","R_5eyJ9jLewRCE0zR","","","","","anonymous","EN","","5","","","","","","","","","","5","2","50","","077f56ff-c6cd-45b3-9be3-12355c8410aa","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:11","9/11/24 10:12","0","241","100","54","1","9/11/24 10:12","R_5KhMrQlDwH1UGyZ","","","","","anonymous","EN","5","","","","","","5","","","","","","2","45","","0895b383-b44d-438a-87fc-91fca5327da6","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
"9/11/24 10:11","9/11/24 10:12","0","466","100","73","1","9/11/24 10:12","R_3xCQEGhQUHnyax1","","","","","anonymous","EN","","1","","","","","","1","","","","","1","37","","04a60120-e53a-4f12-8145-dfc1cb36c861","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:10","9/11/24 10:12","0","197","100","125","1","9/11/24 10:12","R_3D9mzBj1xH5hyk9","","","","","anonymous","EN","","3","","","","","","","","3.5","","","2","38","","1effdb1e-57d5-4614-8286-1df97ce476b6","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:10","9/11/24 10:12","0","340","100","96","1","9/11/24 10:12","R_5GPuxVMfBxmI1J7","","","","","anonymous","EN","","5","","","","","","","","","","5","1","29","If I eat - We all eating!","c08a63b2-a8f0-4743-9661-8c1ae7bcbe97","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:11","9/11/24 10:12","0","656","100","60","1","9/11/24 10:12","R_5MKwtjZrVHUWwRs","","","","","anonymous","EN","","1","","","","","","0","","","","","2","35","","3ea794f2-c2ef-4c33-8160-82472e7542ce","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:11","9/11/24 10:12","0","724","100","56","1","9/11/24 10:12","R_2B3ZqeALRRHZCHs","","","","","anonymous","EN","","4","","","","","","","","","4.99","","1","40","","2efa3aec-9302-40fb-865c-b744c88e43ec","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","1","generous"
"9/11/24 10:11","9/11/24 10:12","0","96","100","50","1","9/11/24 10:12","R_61zNhAbrWJl7BDk","","","","","anonymous","EN","3","","","","1.21","","","","","","","","1","46","","b22c38b2-075a-4d83-9aa2-57891f64e80c","037edf4c-0e37-4a5a-9b94-c11e6ec3b12a","0","stingy"
